test_name,metric,control_rate,treatment_rate,control_ci_lower,control_ci_upper,treatment_ci_lower,treatment_ci_upper,control_n,treatment_n,z_statistic,p_value,is_significant,relative_lift,absolute_lift,pooled_se,sample_size,information_fraction,adjusted_alpha,sequential_significant
CTA Button Test,clicked_cta,0.2126004016064257,0.21041879468845762,0.19989559493168535,0.22530520828116607,0.1976524250522573,0.22318516432465793,3984,3916,0.23739614581886928,0.8123494794766777,False,-0.01026153714425606,-0.002181606917968093,0.009189731831757015,7900,0.03185060052493015,0.0,False
CTA Button Test,clicked_cta,0.2131310619248943,0.21110831867303342,0.2004733376907909,0.22578878615899772,0.19842822437772012,0.22378841296834673,4021,3979,0.22127135017499494,0.824881156352667,False,-0.009490607486269108,-0.0020227432518608868,0.009141460248971127,8000,0.03225377268347357,0.0,False
CTA Button Test,clicked_cta,0.21291748526522594,0.21077457795431975,0.20034387476924292,0.22549109576120896,0.19817914770340983,0.22337000820522968,4072,4028,0.23598773428468345,0.8134421880350976,False,-0.010064496620542101,-0.002142907310906189,0.009080587672921577,8100,0.03265694484201699,0.0,False
CTA Button Test,clicked_cta,0.21364408837096382,0.21146777750551335,0.2011268877450919,0.22616128899683574,0.19893934849206957,0.22399620651895713,4119,4081,0.24084795498706907,0.8096729606846,False,-0.01018661869862558,-0.002176310865450476,0.009036036305840007,8200,0.033060117000560406,0.0,False
CTA Button Test,clicked_cta,0.21392557022809125,0.21233373639661426,0.20147171617354068,0.22637942428264182,0.19986877443830853,0.22479869835492,4165,4135,0.17706318754587944,0.8594587570823424,False,-0.007441063869923281,-0.0015918338314769853,0.008990202048997451,8300,0.03346328915910383,0.0,False
CTA Button Test,clicked_cta,0.2134059687351966,0.21206318812829106,0.20104741697448197,0.22576452049591123,0.19966831140388372,0.2244580648526984,4222,4178,0.15035798538554643,0.8804821871777694,False,-0.006292141756221083,-0.0013427806069055415,0.00893055731933623,8400,0.03386646131764725,0.0,False
CTA Button Test,clicked_cta,0.21373330208577454,0.21332388377037562,0.20143322570990813,0.22603337846164095,0.2009831301959111,0.22566463734484013,4267,4233,0.04605461594684107,0.9632667188252689,False,-0.0019155569647008866,-0.0004094183153989239,0.008889843221611021,8500,0.03426963347619067,0.0,False
CTA Button Test,clicked_cta,0.21334259902710215,0.21316833994863413,0.201122107509416,0.2255630905447883,0.2009030923813022,0.22543358751596607,4317,4283,0.01972622751397557,0.9842617683177468,False,-0.0008168039541220863,-0.0001742590784680198,0.008833877554365696,8600,0.034672805634734086,0.0,False
CTA Button Test,clicked_cta,0.21297569922054105,0.21346242508068233,0.2008260326966754,0.2251253657444067,0.20126905447135623,0.22565579569000843,4362,4338,-0.05542082275267923,0.9558032071720636,False,0.0022853586673156996,0.00048672586014128494,0.008782364388802852,8700,0.03507597779327751,0.0,False
CTA Button Test,clicked_cta,0.2125877292279828,0.21241159023499886,0.20052197215672285,0.22465348629924276,0.20030278987248878,0.22452039059750895,4417,4383,0.020195697617093028,0.9838872599911356,False,-0.0008285473184345598,-0.00017613899298393743,0.008721609737058982,8800,0.03547914995182093,0.0,False
CTA Button Test,clicked_cta,0.21158577499440842,0.21223752540076768,0.19961378858706508,0.22355776140175176,0.20019537680013264,0.22427967400140272,4471,4429,-0.07522769654837717,0.9400335481268167,False,0.0030803129670531116,0.0006517504063592583,0.008663702815094609,8900,0.035882322110364344,0.0,False
CTA Button Test,clicked_cta,0.21074745687748783,0.21147833854399287,0.19886046466183116,0.2226344490931445,0.1995179357588821,0.22343874132910363,4522,4478,-0.08495123005817401,0.9323001632558778,False,0.003468045011475095,0.0007308816665050344,0.008603544245380929,9000,0.036285494268907766,0.0,False
CTA Button Test,clicked_cta,0.21136612021857923,0.21171270718232044,0.1995354882361873,0.22319675220097115,0.19980975949471014,0.22361565486993074,4575,4525,-0.04047729118063704,0.9677126112138699,False,0.0016397470104612469,0.0003465869637412078,0.008562503903596277,9100,0.03668866642745119,0.0,False
CTA Button Test,clicked_cta,0.21215397923875431,0.21328671328671328,0.20037017708551141,0.22393778139199721,0.20141822989047922,0.22515519668294734,4624,4576,-0.13274529398891732,0.8943948203964327,False,0.005339207174069584,0.0011327340479589665,0.008533139020759082,9200,0.03709183858599461,0.0,False
CTA Button Test,clicked_cta,0.21139430284857572,0.21334484992442238,0.19968279675944803,0.2231058089377034,0.20154588316970545,0.2251438166791393,4669,4631,-0.2299640102788463,0.8181197359026205,False,0.00922705602545902,0.0019505470758466592,0.008481966693316464,9300,0.037495010744538024,0.0,False
CTA Button Test,clicked_cta,0.21059322033898306,0.21303418803418803,0.1989613457653537,0.22222509491261241,0.2013033848067668,0.22476499126160926,4720,4680,-0.28960393401096235,0.7721192570197664,False,0.011590912999363618,0.0024409676952049653,0.008428641356482981,9400,0.037898182903081445,0.0,False
CTA Button Test,clicked_cta,0.21032745591939547,0.21326013513513514,0.19875478194941412,0.22190012988937682,0.20159438520317108,0.2249258850670992,4764,4736,-0.3498011082925618,0.7264879672297978,False,0.013943396989804178,0.0029326792157396697,0.008383847695779387,9500,0.03830135506162487,0.0,False
CTA Button Test,clicked_cta,0.2106794099314357,0.21391268017547524,0.19915873499785716,0.22220008486501422,0.20229632085513674,0.22552903949581374,4813,4787,-0.387344006339368,0.6985015509254087,False,0.015346873456175887,0.003233270244039549,0.008347283528654237,9600,0.03870452722016828,0.0,False
CTA Button Test,clicked_cta,0.21056960723833024,0.2139756047136655,0.19911050165380187,0.2220287128228586,0.2024182034711533,0.2255330059561777,4863,4837,-0.4101730236258841,0.6816790282608535,False,0.016175161838433004,0.003405997475335265,0.008303806635615928,9700,0.039107699378711704,0.0,False
CTA Button Test,clicked_cta,0.2101405009163103,0.21435876457353242,0.19874606242750376,0.22153493940511687,0.20285550737907546,0.2258620217679894,4911,4889,-0.5106242396335611,0.6096141992832026,False,0.020073539554862192,0.00421826365722211,0.008260993759813007,9800,0.039510871537255125,0.0,False
CTA Button Test,clicked_cta,0.20934918396131372,0.21450273445412193,0.19803029104214817,0.22066807688047926,0.20305273983408031,0.22595272907416356,4963,4937,-0.6273676476565213,0.5304182696282415,False,0.02461700779192222,0.005153550492808218,0.00821456208661519,9900,0.03991404369579854,0.0,False
CTA Button Test,clicked_cta,0.20894033127120334,0.21487271998396473,0.1976838759823513,0.2201967865600554,0.2034754191014246,0.22627002086650486,5011,4989,-0.725842529170011,0.4679353115772359,False,0.02839274101207958,0.005932388712761388,0.008173107078121996,10000,0.04031721585434196,0.0,False
CTA Button Test,clicked_cta,0.20829220138203355,0.21469712015888778,0.1971087119265694,0.2194756908374977,0.2033553704719659,0.22603886984580968,5065,5035,-0.7881293954169752,0.43062102250074574,False,0.03074968114195893,0.006404918776854229,0.008126735043889059,10100,0.04072038801288538,0.0,False
CTA Button Test,clicked_cta,0.20786846741045215,0.21567472009428404,0.196741595270206,0.2189953395506983,0.2043769099936428,0.22697253019492528,5109,5091,-0.9648444228762872,0.3346227419233341,False,0.03755380881515739,0.0078062526838318935,0.00809068539833682,10200,0.041123560171428805,0.0,False
CTA Button Test,clicked_cta,0.208195766168188,0.21626868569209862,0.1971057673036422,0.21928576503273378,0.2050256720838425,0.22751169930035472,5149,5151,-1.001875775566258,0.3164035936990246,False,0.038775618123708756,0.008072919523910621,0.008057804890379574,10300,0.04152673232997222,0.0,False
CTA Button Test,clicked_cta,0.20738035748606573,0.21647104098518377,0.1963640156690799,0.21839669930305156,0.20527410586640657,0.22766797610396097,5203,5197,-1.1342524047702547,0.25668868757462193,False,0.04383579818898162,0.00909068349911804,0.008014691845382844,10400,0.04192990448851564,0.0,False
CTA Button Test,clicked_cta,0.20734958111195734,0.21703506097560976,0.1963853505332088,0.21831381169070588,0.20588217443407697,0.22818794751714255,5252,5248,-1.2137023919823473,0.2248613906337844,False,0.04671087258393254,0.009685479863652424,0.007980111045042164,10500,0.04233307664705906,0.0,False
CTA Button Test,clicked_cta,0.2071698113207547,0.2169811320754717,0.19625883833008345,0.21808078431142597,0.2058840894264745,0.22807817472446892,5300,5300,-1.2355572687500178,0.21662317664948316,False,0.04735883424408022,0.009811320754716996,0.007940806147045586,10600,0.04273624880560248,0.0,False
CTA Button Test,clicked_cta,0.20638774747852073,0.21623643845866067,0.1955471044119756,0.21722839054506587,0.2052009747235855,0.22727190219373583,5354,5346,-1.2477520319403776,0.2121218800817627,False,0.04771935883046988,0.009848690980139935,0.007893147619102049,10700,0.0431394209641459,0.0,False
CTA Button Test,clicked_cta,0.20614359733530718,0.21608598962194217,0.19535794736239448,0.21692924730821989,0.20510454088860042,0.22706743835528392,5404,5396,-1.2659285433823928,0.2055386662348645,False,0.048230420033191626,0.009942392286634988,0.007853833724350853,10800,0.04354259312268932,0.0,False
CTA Button Test,clicked_cta,0.20664342081115802,0.2159236837277564,0.1958927715769478,0.21739407004536826,0.20500074975782445,0.22684661769768832,5449,5451,-1.186723634778533,0.23533664923667574,False,0.04490954940723311,0.009280262916598364,0.00782007086117422,10900,0.043945765281232736,0.0,False
CTA Button Test,clicked_cta,0.2058502906976744,0.2170669577874818,0.1951687029782854,0.21653187841706342,0.20616802687025965,0.22796588870470397,5504,5496,-1.4404831527787425,0.1497307530639707,False,0.054489440125595694,0.011216667089807397,0.00778673951734184,11000,0.04434893743977616,0.0,False
CTA Button Test,clicked_cta,0.20543752250630176,0.21691309051568697,0.19481203013477064,0.2160630148778329,0.2060661808951811,0.22776000013619283,5554,5546,-1.4811425918923704,0.13856858021365406,False,0.05585916277311607,0.011475568009385206,0.007747780714835521,11100,0.04475210959831958,0.0,False
CTA Button Test,clicked_cta,0.20445235975066786,0.21718889883616832,0.19390357646205122,0.2150011430392845,0.2063749626631651,0.22800283500917154,5615,5585,-1.652332147707338,0.09846685925020085,False,0.06229587714728665,0.012736539085500459,0.007708219623501728,11200,0.045155281756863,0.0,False
CTA Button Test,clicked_cta,0.20353045013239188,0.21756876663708963,0.19304595749977693,0.21401494276500682,0.20679611800217826,0.228341415272001,5665,5635,-1.8301942139489549,0.06722090269749663,False,0.06897403555864073,0.014038316504697751,0.007670397162062762,11300,0.045558453915406416,0.0,False
CTA Button Test,clicked_cta,0.2026246719160105,0.21706244503078276,0.1922034766645973,0.21304586716742369,0.20634629551365294,0.22777859454791258,5715,5685,-1.8929154408353497,0.058369115501992336,False,0.07125377664155741,0.014437773114772262,0.00762726786591208,11400,0.04596162607394984,0.0,False
CTA Button Test,clicked_cta,0.20225694444444445,0.2162020905923345,0.19188356924385,0.2126303196450389,0.20555271511432477,0.22685146607034423,5760,5740,-1.8382894372706906,0.06601976673978047,False,0.06894767537497572,0.013945146147890053,0.007585936069237508,11500,0.04636479823249326,0.0,False
CTA Button Test,clicked_cta,0.20226648351648352,0.21606648199445982,0.19195008074352798,0.21258288628943905,0.20545275736090104,0.2266802066280186,5824,5776,-1.8272902729467249,0.0676561369659475,False,0.06822681760249066,0.013799998477976305,0.007552165456297292,11600,0.046767970391036674,0.0,False
CTA Button Test,clicked_cta,0.2017708155967989,0.2169212287626566,0.19150694739970253,0.21203468379389528,0.20633894664868488,0.22750351087662832,5873,5827,-2.0141007162995446,0.0439989603491843,True,0.07508723757222129,0.01515041316585769,0.007522172572230227,11700,0.047171142549580096,0.0,False
CTA Button Test,clicked_cta,0.20249746878164024,0.21790943139257746,0.19226587941317438,0.2127290581501061,0.20735225791581482,0.2284666048693401,5926,5874,-2.0545321823925287,0.0399242118650594,True,0.0761094086936783,0.015411962610937219,0.007501446189560192,11800,0.04757431470812352,0.0,False
CTA Button Test,clicked_cta,0.2034805890227577,0.21843349088453748,0.1932734866250432,0.2136876914204722,0.2079118578696989,0.22895512389937606,5976,5924,-1.9991350159264423,0.04559374737541172,True,0.07348564270229929,0.014952901861779777,0.007479685835451329,11900,0.04797748686666693,0.0,False
CTA Button Test,clicked_cta,0.2033167495854063,0.2184254606365159,0.19315850051115696,0.21347499865965563,0.20794458042750852,0.2289063408455233,6030,5970,-2.0287503610052866,0.042483723560845815,True,0.07431119709477241,0.015108711051109613,0.007447299254513967,12000,0.048380659025210354,0.0,False
CTA Button Test,clicked_cta,0.20309414088215932,0.2196215139442231,0.19297854628870348,0.21320973547561517,0.20916719624358715,0.23007583164485906,6076,6024,-2.2265889717438885,0.02597475668545683,True,0.08137789199764954,0.016527373062063783,0.0074227319329258,12100,0.048783831183753776,0.0,False
CTA Button Test,clicked_cta,0.20443791809430575,0.2192390051062428,0.19434141359929907,0.21453442258931243,0.20883175623014605,0.22964625398233957,6129,6071,-2.0005756210458587,0.045438142991528645,True,0.07239893239917175,0.014801087011937053,0.007398414164518988,12200,0.0491870033422972,0.0,False
CTA Button Test,clicked_cta,0.20434289418246637,0.21846957089247837,0.19428254486257282,0.21440324350235992,0.20812478028926593,0.22881436149569082,6171,6129,-1.9186360701542888,0.05503040737103399,False,0.06913221409792548,0.014126676710011998,0.007362874559569804,12300,0.04959017550084061,0.0,False
CTA Button Test,clicked_cta,0.2036293560301911,0.21885630973594686,0.1936273647093345,0.21363134735104772,0.20854188637930826,0.22917073309258545,6227,6173,-2.0770744456562755,0.03779468872503574,True,0.07477779237045823,0.015226953705755747,0.0073309619390866925,12400,0.049993347659384034,0.0,False
CTA Button Test,clicked_cta,0.2032844387755102,0.21901091843288376,0.19332468083395904,0.21324419671706135,0.20873952999448536,0.22928230687128215,6272,6228,-2.154188366965694,0.031225402778688044,True,0.077361945420429,0.01572647965737356,0.007300419916167902,12500,0.050396519817927456,0.0,False
CTA Button Test,clicked_cta,0.20272194967558158,0.21907339595605796,0.19280954087903798,0.21263435847212517,0.2088443854722379,0.229302406439878,6319,6281,-2.249704732678449,0.024467694901255624,True,0.08065947622664346,0.016351446280476384,0.007268263271602186,12600,0.05079969197647087,0.0,False
CTA Button Test,clicked_cta,0.20188235294117646,0.2199209486166008,0.19202885041798376,0.21173585546436915,0.2097134240499537,0.23012847318324792,6375,6325,-2.4916811037235167,0.012714013168036407,True,0.08935201820577328,0.018038595675424346,0.007239528223923937,12700,0.05120286413501429,0.0,False
CTA Button Test,clicked_cta,0.2026438569206843,0.21978021978021978,0.1928187904280768,0.2124689234132918,0.20961115170352207,0.22994928785691748,6430,6370,-2.3750876213066547,0.017544784774885157,True,0.08456393951405462,0.017136362859535487,0.007215044491751388,12800,0.051606036293557714,0.0,False
CTA Button Test,clicked_cta,0.2021933889403769,0.21957671957671956,0.1924098937774595,0.21197688410329427,0.20945542687088956,0.22969801228254957,6474,6426,-2.4200604427678694,0.015517927506020338,True,0.08597378345277501,0.017383330636342675,0.0071830150723264695,12900,0.05200920845210113,0.0,False
CTA Button Test,clicked_cta,0.20205426950789515,0.21954608615099583,0.19231009405375515,0.21179844496203515,0.20946522521860333,0.22962694708338832,6523,6477,-2.44494035230133,0.014487610012669837,True,0.08656989375033818,0.017491816643100677,0.007154291771018581,13000,0.05241238061064455,0.0,False
CTA Button Test,clicked_cta,0.20234470158343484,0.21922841396203308,0.19262875620621084,0.21206064696065885,0.20919530742245943,0.22926152050160672,6568,6532,-2.369031209217481,0.017834748440140456,True,0.08344034830897906,0.01688371237859823,0.007126842530780809,13100,0.05281555276918797,0.0,False
CTA Button Test,clicked_cta,0.20202325230258192,0.21864071765242513,0.19235347413830195,0.2116930304668619,0.20865164711030112,0.22862978819454913,6623,6577,-2.3424272609360695,0.019158768126006528,True,0.08225521151869325,0.016617465349843208,0.007094122249585935,13200,0.053218724927731394,0.0,False
CTA Button Test,clicked_cta,0.20140866177131725,0.21970725818620793,0.19178614009199438,0.21103118345064012,0.2097385107852597,0.22967600558715615,6673,6627,-2.5881472512740933,0.009649372157753194,True,0.090853075801016,0.018298596414890678,0.0070701527534349695,13300,0.05362189708627481,0.0,False
CTA Button Test,clicked_cta,0.2016656751933373,0.21989215098861595,0.19207514466265474,0.21125620572401987,0.20995705392144187,0.22982724805579002,6724,6676,-2.5866284587802464,0.009692003602675461,True,0.09037966316183892,0.01822647579527864,0.007046422045427251,13400,0.05402506924481823,0.0,False
CTA Button Test,clicked_cta,0.20150575730735165,0.21989295272078502,0.1919535196520729,0.2110579949626304,0.20999483953611386,0.22979106590545617,6774,6726,-2.6195186909106307,0.008805394718820126,True,0.09124898295281876,0.018387195413433366,0.007019303002965546,13500,0.05442824140336165,0.0,False
CTA Button Test,clicked_cta,0.20046927702009093,0.22061642825541955,0.19096696610913166,0.2099715879310502,0.21074691426427042,0.23048594224656868,6819,6781,-2.8816296727806243,0.003956244081678761,True,0.1004999446040277,0.02014715123532862,0.006991582376332089,13600,0.05483141356190507,0.0,False
CTA Button Test,clicked_cta,0.2003198139264428,0.22078874065386306,0.19086167784815883,0.20977795000472677,0.2109454539008524,0.23063202740687372,6879,6821,-2.938401026850061,0.0032990997580484545,True,0.1021812387212801,0.02046892672742026,0.006966008567374741,13700,0.05523458572044849,0.0,False
CTA Button Test,clicked_cta,0.2006640681391656,0.221155245162229,0.1912326940445365,0.2100954422337947,0.21134343830111696,0.23096705202334106,6927,6873,-2.9504739176444836,0.0031728683241075742,True,0.10211682247392823,0.02049117702306341,0.0069450459807564,13800,0.05563775787899191,0.0,False
CTA Button Test,clicked_cta,0.20091651152799656,0.22133873066358248,0.1915186084245394,0.2103144146314537,0.2115552768885659,0.23112218443859905,6983,6917,-2.9500954342196763,0.003176757865041986,True,0.10164530023078867,0.020422219135585923,0.0069225621987336694,13900,0.056040930037535325,2.220446049250313e-16,False
CTA Button Test,clicked_cta,0.20147979510529312,0.2214572576018359,0.1921022120425497,0.21085737816803654,0.21171060266607986,0.23120391253759195,7028,6972,-2.8944664186643045,0.0037980353259167705,True,0.09915367685430979,0.01997746249654278,0.006901949999392871,14000,0.056444102196078746,2.220446049250313e-16,False
CTA Button Test,clicked_cta,0.2013565069944892,0.22098818168873702,0.19201358320362646,0.21069943078535194,0.21128434890328338,0.23069201447419066,7077,7023,-2.8559621759277434,0.004290662457268248,True,0.09749709600785388,0.019631674694247814,0.006873926713637436,14100,0.05684727435462217,2.220446049250313e-16,False
CTA Button Test,clicked_cta,0.2009267059814659,0.22139022322690025,0.19162078743911615,0.21023262452381564,0.21171787425223237,0.23106257220156812,7122,7078,-2.987563324731629,0.002812110309380006,True,0.10184568121731898,0.020463517245434354,0.006849567698208566,14200,0.05725044651316559,2.220446049250313e-16,False
CTA Button Test,clicked_cta,0.20097629009762902,0.22159887798036465,0.19170071685578122,0.21025186333947682,0.21195861611134748,0.23123913984938183,7170,7130,-3.020680997631619,0.0025220691948208865,True,0.10261204380236952,0.020622587882735632,0.006827131994045343,14300,0.057653618671709005,2.220446049250313e-16,False
CTA Button Test,clicked_cta,0.20091387427305454,0.22178879910838672,0.19167282877990025,0.21015491976620884,0.21217788032221113,0.23139971789456232,7222,7178,-3.0679893408687393,0.002155043047893918,True,0.10389986709908272,0.02087492483533218,0.006804106049932099,14400,0.058056790830252426,4.440892098500626e-16,False
CTA Button Test,clicked_cta,0.2010989010989011,0.2221606648199446,0.19189157003135732,0.2103062321664449,0.21257200246296812,0.23174932717692107,7280,7220,-3.1047328758102064,0.0019045093865294254,True,0.10473336058005231,0.021061763721043486,0.006783760330926132,14500,0.05845996298879585,4.440892098500626e-16,False
CTA Button Test,clicked_cta,0.20117454247473368,0.22231382247870293,0.1919923648800372,0.21035672006943015,0.21276109279914876,0.2318665521582571,7322,7278,-3.1262176416839287,0.0017707045305432306,True,0.10507929951735429,0.021139280003969252,0.006761934844876198,14600,0.05886313514733926,6.661338147750939e-16,False
CTA Button Test,clicked_cta,0.2009491525423729,0.22252559726962456,0.19180386475829178,0.210094440326454,0.21300032685273673,0.2320508676865124,7375,7325,-3.2018379061561872,0.001365538139801816,True,0.10737265847738266,0.021576444727251676,0.0067387685946769995,14700,0.059266307305882684,8.881784197001252e-16,False
CTA Button Test,clicked_cta,0.20132057674167902,0.2229299363057325,0.19219737652390864,0.2104437769594494,0.21343343524796707,0.2324264373634979,7421,7379,-3.215430811615428,0.0013024888838982795,True,0.10733805711167387,0.021609359564053465,0.0067205176631360795,14800,0.059669479464426106,1.1102230246251565e-15,False
CTA Button Test,clicked_cta,0.20240802675585284,0.2228956228956229,0.19329952921553756,0.21151652429616813,0.2134291039222661,0.2323621418689797,7475,7425,-3.056042239696189,0.002242796575158513,True,0.10121928694301464,0.020487596139770053,0.006703963667009653,14900,0.06007265162296952,1.3322676295501878e-15,False
CTA Button Test,clicked_cta,0.202047055695866,0.22268289420890733,0.19297370987333834,0.21112040151839367,0.21325256309478247,0.2321132253230322,7523,7477,-3.0899780192750343,0.0020017130867167423,True,0.10213382443000649,0.02063583851304132,0.006678312397148659,15000,0.06047582378151294,1.5543122344752192e-15,False
CTA Button Test,clicked_cta,0.20205886234657516,0.22291638973813638,0.1930177091756634,0.21110001551748692,0.2135114192935381,0.23232136018273467,7577,7523,-3.1329310769753254,0.001730700772860038,True,0.10322500656163247,0.020857527391561215,0.006657512367523266,15100,0.060878995940056364,1.9984014443252818e-15,False
CTA Button Test,clicked_cta,0.20104918032786886,0.22270627062706272,0.19205338959979637,0.21004497105594136,0.21333678871300543,0.23207575254112,7625,7575,-3.2672081144321425,0.0010861380379758498,True,0.1077203610772036,0.021657090299193854,0.006628622830461465,15200,0.061282168098599786,2.4424906541753444e-15,False
CTA Button Test,clicked_cta,0.20101681658193196,0.22217852929610696,0.19204857880197415,0.20998505436188977,0.2128501694484114,0.23150688914380252,7671,7629,-3.2044781513546448,0.0013530755950218103,True,0.10527334515592503,0.021161712714174996,0.006603793726984595,15300,0.0616853402571432,2.886579864025407e-15,False
CTA Button Test,clicked_cta,0.20124239679047495,0.22259872279421347,0.19230296576060446,0.21018182782034545,0.2132908711853106,0.23190657440311635,7727,7673,-3.2427296644972063,0.001183904867798941,True,0.10612239937677655,0.02135632600373852,0.00658591008604779,15400,0.06208851241568662,3.774758283725532e-15,False
CTA Button Test,clicked_cta,0.2010289389067524,0.22368932038834952,0.19212068253795136,0.20993719527555346,0.21439667740123683,0.2329819633754622,7775,7725,-3.4492805603048438,0.0005620823706521292,True,0.1127219872165179,0.022660381481597103,0.0065695964956803635,15500,0.062491684574230044,4.440892098500626e-15,False
CTA Button Test,clicked_cta,0.2011251758087201,0.22290782876976475,0.19224156479347004,0.21000878682397017,0.21365903420503668,0.23215662333449283,7821,7779,-3.328281584190069,0.0008738349494029826,True,0.10830395982729192,0.021782652961044646,0.00654471456517265,15600,0.06289485673277347,5.551115123125783e-15,False
CTA Button Test,clicked_cta,0.20091498284407167,0.2229600306474269,0.19206197244135728,0.20976799324678605,0.2137412248547824,0.2321788364400714,7869,7831,-3.379600368944608,0.0007259129658633017,True,0.10972326449373959,0.022045047803355228,0.00652297472977242,15700,0.06329802889131689,6.661338147750939e-15,False
CTA Button Test,clicked_cta,0.20106020446800454,0.22292751047353054,0.19223502898044656,0.20988537995556253,0.21373614006496927,0.23211888088209182,7923,7877,-3.3627097743253533,0.0007718146039867588,True,0.10875999088624136,0.021867306005526,0.006502882339857339,15800,0.0637012010498603,8.215650382226158e-15,False
CTA Button Test,clicked_cta,0.2013801756587202,0.2226986128625473,0.19257582499934925,0.21018452631809117,0.21354136489171305,0.23185586083338156,7970,7930,-3.288380772845864,0.001007654541950222,True,0.10586164767258685,0.02131843720382709,0.006482958840979195,15900,0.06410437320840372,9.769962616701378e-15,False
CTA Button Test,clicked_cta,0.20144602343555224,0.22311356229631488,0.19266918204906863,0.21022286482203584,0.21397784125043978,0.23224928334218997,8022,7978,-3.3513507428831293,0.0008041837668868148,True,0.10756002273579078,0.021667538860762642,0.00646531518874157,16000,0.06450754536694714,1.199040866595169e-14,False
CTA Button Test,clicked_cta,0.20178372352285395,0.22312196337361406,0.19302917064294245,0.21053827640276546,0.21401404682490466,0.23222987992232347,8073,8027,-3.309732986801688,0.0009338500972056986,True,0.10574807263056253,0.02133823985076011,0.006447118222482354,16100,0.06491071752549056,1.4432899320127035e-14,False
CTA Button Test,clicked_cta,0.20194437607679055,0.22256626207579885,0.19321582525811823,0.21067292689546288,0.21349296613634366,0.23163955801525404,8126,8074,-3.209640298684049,0.0013290117034590403,True,0.10211666400240185,0.0206218859990083,0.006424983512159685,16200,0.06531388968403398,1.7319479184152442e-14,False
CTA Button Test,clicked_cta,0.20166218528477145,0.22308450357230844,0.19296809915277424,0.21035627141676866,0.21402832116872592,0.23214068597589096,8182,8118,-3.3438603515591696,0.000826213154856594,True,0.10622873225977433,0.02142231828753699,0.006406463199800861,16300,0.0657170618425774,2.0872192862952943e-14,False
CTA Button Test,clicked_cta,0.20153061224489796,0.222820763956905,0.1928650836931553,0.21019614079664062,0.21379614964382568,0.23184537826998433,8232,8168,-3.334540127383902,0.000854405718034349,True,0.10564227178616153,0.021290151712007044,0.0063847339959018975,16400,0.06612023400112081,2.4868995751603507e-14,False
CTA Button Test,clicked_cta,0.20183375557968392,0.22287175739861162,0.1931932212442815,0.21047428991508632,0.21387006994047394,0.2318734448567493,8289,8211,-3.304105669690167,0.0009527991151821536,True,0.10423430787632501,0.021038001818927704,0.0063672303255665795,16500,0.06652340615966423,2.9753977059954195e-14,False
CTA Button Test,clicked_cta,0.20196689853681937,0.2224642943597192,0.19334966829963052,0.21058412877400823,0.21349628971082105,0.23143229900861736,8338,8262,-3.2296906796866445,0.0012392421351663746,True,0.10148888739390666,0.020497395822899833,0.006346550755408118,16600,0.06692657831820766,3.552713678800501e-14,False
CTA Button Test,clicked_cta,0.2014774216609079,0.22198146141808114,0.19289625628225124,0.21005858703956456,0.21304471753674004,0.23091820529942225,8393,8307,-3.2431963818587466,0.0011819671168385771,True,0.1017684244127469,0.020504039757173242,0.006322170273704465,16700,0.06732975047675108,4.241051954068098e-14,False
CTA Button Test,clicked_cta,0.2013740819710969,0.22218234027279254,0.19281949779488186,0.20992866614731195,0.21327002429309608,0.231094656252489,8442,8358,-3.3008752120992053,0.0009638374088965885,True,0.1033313626958321,0.020808258301695637,0.006303860935252544,16800,0.0677329226352945,5.040412531798211e-14,False
CTA Button Test,clicked_cta,0.20122598137451372,0.22205061185695615,0.19269444297681232,0.20975751977221513,0.21317146812319063,0.23092975559072168,8483,8417,-3.3140418333181243,0.000919577480751448,True,0.10348877585387178,0.02082463048244243,0.006283756068821904,16900,0.06813609479383792,5.972999872483342e-14,False
CTA Button Test,clicked_cta,0.20133598968709715,0.22215660800755876,0.19282774478065945,0.20984423459353485,0.21330221055881338,0.23101100545630415,8533,8467,-3.3225705344551635,0.0008919211853850519,True,0.10341230275232768,0.020820618320461615,0.006266418757570722,17000,0.06853926695238134,7.083222897108499e-14,False
CTA Button Test,clicked_cta,0.20165231556900162,0.2220785328003762,0.19316934309038516,0.21013528804761808,0.213245566576869,0.23091149902388342,8594,8506,-3.2685822379123555,0.0010808776156924767,True,0.10129423594139247,0.020426217231374583,0.006249259080726332,17100,0.06894243911092475,8.348877145181177e-14,False
CTA Button Test,clicked_cta,0.20062406101929967,0.22183222183222184,0.19218621134836228,0.20906191069023705,0.21302396081911698,0.2306404828453267,8653,8547,-3.4074272930802847,0.0006557837723969225,True,0.10571095363722097,0.021208160812922178,0.006224097827704545,17200,0.06934561126946817,9.85878045867139e-14,False
CTA Button Test,clicked_cta,0.2009190120620333,0.22257126236183827,0.19250177382781128,0.20933625029625533,0.2137771909057646,0.23136533381791194,8705,8595,-3.4857714270122955,0.0004907201091857849,True,0.10776605995414652,0.02165225029980497,0.0062116093247007375,17300,0.0697487834280116,1.1590728377086634e-13,False
CTA Button Test,clicked_cta,0.20102857142857142,0.22242774566473988,0.19263129244018734,0.2094258504169555,0.21366369468473756,0.2311917966447422,8750,8650,-3.4550416771043397,0.0005502077646058248,True,0.10644842215262881,0.021399174236168467,0.006193608134447469,17400,0.07015195558655501,1.3633538742396922e-13,False
